filename,category,X,X_canny
B2822.jpg,1,"[[0.11372549 0.11764706 0.11372549 ... 0.12156863 0.11372549 0.12156863]
 [0.1254902  0.10588235 0.12941176 ... 0.1372549  0.10196078 0.10588235]
 [0.10980392 0.12156863 0.39607843 ... 0.57254902 0.57647059 0.12941176]
 ...
 [0.11764706 0.09803922 0.36862745 ... 0.62745098 0.64313725 0.10196078]
 [0.10980392 0.1254902  0.3372549  ... 0.63529412 0.62352941 0.1254902 ]
 [0.11764706 0.11372549 0.11372549 ... 0.11764706 0.11372549 0.10588235]]","[[False False False ... False False False]
 [False False False ...  True False False]
 [False False False ... False  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
B1019.jpg,1,"[[0.11372549 0.1254902  0.11764706 ... 0.11372549 0.11372549 0.11764706]
 [0.1254902  0.10196078 0.11372549 ... 0.09803922 0.12156863 0.10980392]
 [0.10980392 0.11764706 0.48627451 ... 0.42745098 0.41176471 0.1254902 ]
 ...
 [0.11372549 0.10980392 0.85490196 ... 0.6627451  0.69019608 0.11764706]
 [0.11372549 0.11764706 0.83137255 ... 0.68235294 0.65490196 0.11372549]
 [0.11372549 0.11372549 0.11372549 ... 0.10980392 0.11764706 0.10980392]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
B2019.jpg,1,"[[0.1254902  0.11764706 0.11764706 ... 0.10980392 0.10980392 0.12156863]
 [0.11764706 0.11764706 0.10588235 ... 0.11372549 0.12941176 0.10196078]
 [0.10980392 0.10196078 0.05490196 ... 0.27843137 0.24705882 0.12941176]
 ...
 [0.1254902  0.09411765 0.60392157 ... 0.92156863 0.90588235 0.10588235]
 [0.11372549 0.12156863 0.57254902 ... 0.90196078 0.89803922 0.10980392]
 [0.11764706 0.10980392 0.10980392 ... 0.12156863 0.09803922 0.12156863]]","[[False False False ... False False False]
 [False False False ...  True False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
B1633.jpg,1,"[[0.11372549 0.12156863 0.11764706 ... 0.12156863 0.10980392 0.12156863]
 [0.12156863 0.10980392 0.1254902  ... 0.10196078 0.13333333 0.10196078]
 [0.12156863 0.10588235 0.47058824 ... 0.43921569 0.42745098 0.12941176]
 ...
 [0.11372549 0.10980392 0.87058824 ... 0.66666667 0.68235294 0.10980392]
 [0.12156863 0.1254902  0.83529412 ... 0.68235294 0.65098039 0.10980392]
 [0.11372549 0.11764706 0.11372549 ... 0.10196078 0.11764706 0.12156863]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
B1931.jpg,1,"[[0.11372549 0.1254902  0.11372549 ... 0.11372549 0.10980392 0.1254902 ]
 [0.12156863 0.10196078 0.1254902  ... 0.11764706 0.11764706 0.09803922]
 [0.11372549 0.12941176 0.45882353 ... 0.42745098 0.4        0.1254902 ]
 ...
 [0.11372549 0.11764706 0.85098039 ... 0.67058824 0.69019608 0.11372549]
 [0.11372549 0.11372549 0.83137255 ... 0.68235294 0.65490196 0.10980392]
 [0.12156863 0.11372549 0.11372549 ... 0.10196078 0.12156863 0.11372549]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
B1769.jpg,1,"[[0.12156863 0.12941176 0.10588235 ... 0.12156863 0.11372549 0.12156863]
 [0.1254902  0.10196078 0.1254902  ... 0.10980392 0.11372549 0.10588235]
 [0.11372549 0.12941176 0.50196078 ... 0.44313725 0.45882353 0.10588235]
 ...
 [0.10980392 0.10980392 0.8627451  ... 0.66666667 0.68627451 0.11764706]
 [0.11764706 0.11764706 0.83529412 ... 0.67843137 0.64705882 0.10588235]
 [0.11764706 0.11372549 0.11372549 ... 0.09803922 0.1254902  0.11372549]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
C1777.jpg,2,"[[0.11764706 0.12941176 0.11764706 ... 0.12156863 0.10980392 0.11764706]
 [0.11372549 0.10588235 0.12156863 ... 0.10588235 0.1372549  0.10588235]
 [0.10980392 0.1372549  0.45098039 ... 0.43529412 0.40784314 0.1254902 ]
 ...
 [0.11764706 0.10588235 0.84705882 ... 0.67058824 0.69019608 0.10588235]
 [0.11372549 0.11372549 0.83137255 ... 0.66666667 0.65098039 0.10980392]
 [0.11372549 0.10980392 0.11764706 ... 0.10588235 0.1254902  0.11372549]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
C772.jpg,2,"[[0.1254902  0.11764706 0.11372549 ... 0.11764706 0.10980392 0.12156863]
 [0.12156863 0.10980392 0.12156863 ... 0.11372549 0.10980392 0.12156863]
 [0.11764706 0.1254902  0.21960784 ... 0.7372549  0.7254902  0.09803922]
 ...
 [0.11372549 0.10196078 0.58431373 ... 0.58039216 0.58431373 0.10980392]
 [0.11372549 0.11372549 0.58431373 ... 0.58039216 0.56470588 0.11764706]
 [0.11372549 0.11764706 0.10588235 ... 0.10980392 0.10588235 0.12156863]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
C1889.jpg,2,"[[0.1254902  0.1254902  0.10588235 ... 0.11372549 0.10980392 0.1254902 ]
 [0.12156863 0.10980392 0.12156863 ... 0.10980392 0.13333333 0.09803922]
 [0.10980392 0.10980392 0.47058824 ... 0.42745098 0.43529412 0.1254902 ]
 ...
 [0.10980392 0.11764706 0.84705882 ... 0.6627451  0.68627451 0.11764706]
 [0.11372549 0.11764706 0.82745098 ... 0.6745098  0.65098039 0.10588235]
 [0.11764706 0.11764706 0.10196078 ... 0.10980392 0.12156863 0.11372549]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
C289.jpg,2,"[[0.12156863 0.11764706 0.11764706 ... 0.11372549 0.11372549 0.12156863]
 [0.11764706 0.10196078 0.11372549 ... 0.12941176 0.10980392 0.11372549]
 [0.10980392 0.12941176 0.23921569 ... 0.7372549  0.7372549  0.11372549]
 ...
 [0.1254902  0.09803922 0.60392157 ... 0.58823529 0.61176471 0.10980392]
 [0.10980392 0.12156863 0.58039216 ... 0.60392157 0.57647059 0.11372549]
 [0.11764706 0.10980392 0.11764706 ... 0.10196078 0.11372549 0.11372549]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
C2020.jpg,2,"[[0.11764706 0.11372549 0.11764706 ... 0.1254902  0.10980392 0.11764706]
 [0.11372549 0.12156863 0.10196078 ... 0.12156863 0.11764706 0.10980392]
 [0.11764706 0.11372549 0.05882353 ... 0.28627451 0.23921569 0.12156863]
 ...
 [0.11372549 0.10588235 0.61176471 ... 0.9372549  0.91372549 0.10980392]
 [0.10980392 0.11372549 0.60392157 ... 0.91764706 0.91764706 0.11372549]
 [0.12156863 0.11372549 0.10588235 ... 0.11764706 0.10196078 0.11764706]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
C1965.jpg,2,"[[0.11764706 0.1254902  0.11372549 ... 0.12156863 0.11372549 0.11764706]
 [0.11372549 0.11372549 0.1254902  ... 0.10196078 0.12941176 0.10588235]
 [0.11764706 0.11764706 0.48627451 ... 0.43137255 0.39215686 0.11764706]
 ...
 [0.11372549 0.12156863 0.84313725 ... 0.65098039 0.68235294 0.11764706]
 [0.11764706 0.10588235 0.83137255 ... 0.67058824 0.64705882 0.10980392]
 [0.11764706 0.10588235 0.11372549 ... 0.11372549 0.11372549 0.11372549]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
C1277.jpg,2,"[[0.12156863 0.1254902  0.11372549 ... 0.12941176 0.10588235 0.11764706]
 [0.12941176 0.10196078 0.12156863 ... 0.09411765 0.11764706 0.10196078]
 [0.11372549 0.12156863 0.47843137 ... 0.42352941 0.43137255 0.12941176]
 ...
 [0.11372549 0.10588235 0.85098039 ... 0.6627451  0.68627451 0.11764706]
 [0.11372549 0.11764706 0.81960784 ... 0.67058824 0.64313725 0.10588235]
 [0.11372549 0.11372549 0.11372549 ... 0.10588235 0.11764706 0.11372549]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
C2502.jpg,2,"[[0.12941176 0.12156863 0.11764706 ... 0.11764706 0.10980392 0.1254902 ]
 [0.11372549 0.12156863 0.11372549 ... 0.11372549 0.10588235 0.11764706]
 [0.11764706 0.12156863 0.47843137 ... 0.58039216 0.57254902 0.11764706]
 ...
 [0.12156863 0.09803922 0.3372549  ... 0.45490196 0.46666667 0.09803922]
 [0.10980392 0.12156863 0.30196078 ... 0.47843137 0.45098039 0.11764706]
 [0.11764706 0.11764706 0.11372549 ... 0.10588235 0.10980392 0.11764706]]","[[False False False ... False False False]
 [False False False ...  True False False]
 [False False  True ... False  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
D2835.jpg,3,"[[0.12156863 0.11764706 0.11764706 ... 0.11764706 0.12156863 0.11764706]
 [0.11764706 0.10980392 0.10980392 ... 0.11764706 0.10588235 0.11764706]
 [0.11372549 0.10588235 0.50980392 ... 0.54117647 0.56862745 0.10980392]
 ...
 [0.11372549 0.10588235 0.3254902  ... 0.41568627 0.43137255 0.10980392]
 [0.10980392 0.13333333 0.29019608 ... 0.44313725 0.41568627 0.11372549]
 [0.11372549 0.10980392 0.12156863 ... 0.11764706 0.10980392 0.11764706]]","[[False False False ... False False False]
 [False False False ...  True  True False]
 [False False  True ... False  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
D1389.jpg,3,"[[0.11372549 0.12941176 0.11372549 ... 0.11764706 0.10980392 0.11372549]
 [0.13333333 0.10196078 0.12941176 ... 0.10588235 0.11372549 0.12941176]
 [0.10980392 0.10588235 0.47058824 ... 0.39607843 0.42745098 0.10196078]
 ...
 [0.11372549 0.11764706 0.84313725 ... 0.65098039 0.68627451 0.11764706]
 [0.11764706 0.12156863 0.83529412 ... 0.66666667 0.64313725 0.11372549]
 [0.11372549 0.10588235 0.11764706 ... 0.11372549 0.11764706 0.11372549]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
D591.jpg,3,"[[0.1254902  0.12156863 0.11764706 ... 0.11372549 0.1254902  0.11372549]
 [0.11764706 0.10980392 0.12156863 ... 0.11372549 0.09803922 0.11764706]
 [0.11372549 0.12941176 0.23137255 ... 0.75686275 0.73333333 0.12156863]
 ...
 [0.11764706 0.09803922 0.58039216 ... 0.58431373 0.61176471 0.11372549]
 [0.11372549 0.11372549 0.58039216 ... 0.59607843 0.58039216 0.10588235]
 [0.10980392 0.12156863 0.10588235 ... 0.11764706 0.10588235 0.1254902 ]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
D2541.jpg,3,"[[0.10980392 0.10980392 0.12156863 ... 0.11764706 0.11764706 0.11764706]
 [0.11372549 0.12156863 0.10980392 ... 0.11372549 0.10196078 0.11764706]
 [0.12156863 0.09411765 0.6        ... 0.64705882 0.64313725 0.11372549]
 ...
 [0.1254902  0.10588235 0.40784314 ... 0.54117647 0.54117647 0.12156863]
 [0.11372549 0.1254902  0.4        ... 0.54117647 0.53333333 0.10980392]
 [0.11764706 0.10588235 0.11372549 ... 0.11764706 0.11764706 0.11372549]]","[[False False False ... False False False]
 [False False False ...  True False False]
 [False False  True ... False  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
D1569.jpg,3,"[[0.11764706 0.12156863 0.11372549 ... 0.12156863 0.10980392 0.11764706]
 [0.11764706 0.10980392 0.12156863 ... 0.09019608 0.12941176 0.10588235]
 [0.1254902  0.09803922 0.49411765 ... 0.43137255 0.43529412 0.11372549]
 ...
 [0.12156863 0.12156863 0.84313725 ... 0.65882353 0.67843137 0.10980392]
 [0.11372549 0.10980392 0.82745098 ... 0.67058824 0.65098039 0.11372549]
 [0.11764706 0.11372549 0.10588235 ... 0.10588235 0.12156863 0.11372549]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
D2380.jpg,3,"[[0.11372549 0.11372549 0.11764706 ... 0.10980392 0.11764706 0.11764706]
 [0.11764706 0.11764706 0.10588235 ... 0.10196078 0.12941176 0.10196078]
 [0.10980392 0.10196078 0.05490196 ... 0.2745098  0.26666667 0.11372549]
 ...
 [0.12156863 0.09803922 0.60784314 ... 0.91372549 0.89411765 0.11372549]
 [0.10980392 0.12156863 0.57647059 ... 0.90196078 0.89019608 0.10980392]
 [0.11764706 0.11764706 0.10588235 ... 0.11764706 0.10588235 0.12156863]]","[[False False False ... False False False]
 [False False False ...  True False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
D1009.jpg,3,"[[0.11764706 0.12156863 0.11372549 ... 0.12156863 0.11372549 0.12156863]
 [0.1254902  0.10196078 0.1254902  ... 0.10196078 0.12156863 0.10588235]
 [0.11372549 0.10980392 0.48627451 ... 0.44705882 0.42745098 0.11764706]
 ...
 [0.11764706 0.11764706 0.84313725 ... 0.65882353 0.69803922 0.11372549]
 [0.11372549 0.10588235 0.83137255 ... 0.6745098  0.64705882 0.10588235]
 [0.12156863 0.11372549 0.10980392 ... 0.10980392 0.11764706 0.11372549]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
D2580.jpg,3,"[[0.1254902  0.11372549 0.11764706 ... 0.11764706 0.11372549 0.11764706]
 [0.11764706 0.12156863 0.11372549 ... 0.10980392 0.1254902  0.11764706]
 [0.12156863 0.09411765 0.57647059 ... 0.65098039 0.61568627 0.11372549]
 ...
 [0.12156863 0.09803922 0.38823529 ... 0.50980392 0.52156863 0.11372549]
 [0.11372549 0.12156863 0.38431373 ... 0.52156863 0.51764706 0.12156863]
 [0.11764706 0.10588235 0.11372549 ... 0.10588235 0.12156863 0.10588235]]","[[False False False ... False False False]
 [False False False ...  True False False]
 [False False  True ... False  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
E1134.jpg,4,"[[0.11764706 0.12156863 0.10980392 ... 0.12156863 0.10980392 0.11764706]
 [0.11764706 0.10196078 0.1254902  ... 0.09803922 0.12156863 0.10980392]
 [0.11764706 0.10588235 0.52156863 ... 0.45098039 0.46666667 0.10980392]
 ...
 [0.10980392 0.11764706 0.89019608 ... 0.69803922 0.70196078 0.11764706]
 [0.11764706 0.1254902  0.8627451  ... 0.69411765 0.67058824 0.10980392]
 [0.11372549 0.12156863 0.10588235 ... 0.11764706 0.12156863 0.10980392]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
E471.jpg,4,"[[0.12156863 0.11372549 0.11764706 ... 0.11764706 0.10980392 0.11764706]
 [0.10980392 0.10980392 0.11764706 ... 0.10588235 0.12156863 0.11372549]
 [0.11764706 0.13333333 0.17647059 ... 0.69411765 0.68235294 0.10588235]
 ...
 [0.1254902  0.10196078 0.52156863 ... 0.51372549 0.52941176 0.10196078]
 [0.10980392 0.10980392 0.50980392 ... 0.5254902  0.50196078 0.12156863]
 [0.11372549 0.11372549 0.11764706 ... 0.10980392 0.1254902  0.10980392]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
E894.jpg,4,"[[0.1254902  0.11764706 0.11764706 ... 0.10980392 0.11764706 0.11372549]
 [0.11372549 0.10980392 0.11764706 ... 0.1254902  0.12156863 0.11764706]
 [0.11372549 0.1254902  0.16470588 ... 0.70588235 0.66666667 0.10980392]
 ...
 [0.1254902  0.10588235 0.52941176 ... 0.50980392 0.52941176 0.10588235]
 [0.11372549 0.10980392 0.52156863 ... 0.5254902  0.50196078 0.1254902 ]
 [0.11372549 0.11372549 0.1254902  ... 0.11372549 0.1254902  0.10588235]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
E1105.jpg,4,"[[0.1254902  0.1254902  0.11764706 ... 0.1254902  0.11372549 0.11372549]
 [0.12941176 0.11764706 0.10980392 ... 0.10196078 0.10196078 0.11764706]
 [0.10588235 0.1254902  0.52156863 ... 0.45490196 0.47058824 0.12156863]
 ...
 [0.10980392 0.11764706 0.88235294 ... 0.69411765 0.71372549 0.10980392]
 [0.11372549 0.12156863 0.8627451  ... 0.70588235 0.67058824 0.10980392]
 [0.11764706 0.11764706 0.10588235 ... 0.10588235 0.11372549 0.11764706]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
E2267.jpg,4,"[[0.11764706 0.11764706 0.11372549 ... 0.10980392 0.10980392 0.12941176]
 [0.11372549 0.12156863 0.10588235 ... 0.11764706 0.12941176 0.09803922]
 [0.11372549 0.10980392 0.05098039 ... 0.28235294 0.25882353 0.1254902 ]
 ...
 [0.11764706 0.10588235 0.58823529 ... 0.9254902  0.90196078 0.11372549]
 [0.11372549 0.11764706 0.57647059 ... 0.90196078 0.89019608 0.11764706]
 [0.11372549 0.12156863 0.10588235 ... 0.11372549 0.09803922 0.11764706]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
E2540.jpg,4,"[[0.12156863 0.12156863 0.11372549 ... 0.12156863 0.11372549 0.12156863]
 [0.11764706 0.12156863 0.10980392 ... 0.10196078 0.1254902  0.10980392]
 [0.10980392 0.1254902  0.50196078 ... 0.52156863 0.5254902  0.11764706]
 ...
 [0.11372549 0.09803922 0.32156863 ... 0.37647059 0.4        0.10980392]
 [0.11372549 0.13333333 0.29803922 ... 0.39607843 0.39607843 0.11764706]
 [0.11372549 0.11764706 0.10980392 ... 0.10588235 0.11372549 0.10980392]]","[[False False False ... False False False]
 [False False False ...  True  True False]
 [False False  True ... False  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
E2061.jpg,4,"[[0.12156863 0.11764706 0.11764706 ... 0.10980392 0.11372549 0.1254902 ]
 [0.12156863 0.11764706 0.10588235 ... 0.11372549 0.12941176 0.10588235]
 [0.11372549 0.10588235 0.05882353 ... 0.26666667 0.23921569 0.12156863]
 ...
 [0.11372549 0.10588235 0.59215686 ... 0.91372549 0.89411765 0.1254902 ]
 [0.11764706 0.12156863 0.58823529 ... 0.89803922 0.89019608 0.10588235]
 [0.11764706 0.11372549 0.10196078 ... 0.11372549 0.10588235 0.11764706]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False  True ...  True  True False]
 ...
 [False False  True ... False  True False]
 [False False  True ...  True  True False]
 [False False False ... False False False]]"
